ID,Percentage,Category,no_Anch,no_Chg,Anch1,Anch2,Anch3,Anch4,Chg1,Chg2,Chg3,Chg4,Chg5,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5
5869,0.333629901,FN,2,0,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5870,0.275647089,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5871,0.766428353,TP,4,0,0,4,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5872,0.281863559,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5873,0.252125165,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5874,0.487087604,FN,4,1,0,14,17,21,21,-99,-99,-99,-99,-1,-99,-99,-99,-99
5875,0.176663458,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5876,0.743945004,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5877,0.556485778,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2,-99,-99,-99,-99
5878,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
5879,0.738334237,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5880,0.415984421,FN,2,3,0,21,-99,-99,8,17,21,-99,-99,2,-1,-1,-99,-99
5881,0.158677214,FN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5882,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
5883,0.171346328,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5884,0.783247515,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5885,0.767346707,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5886,0.545817848,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2,-99,-99,-99,-99
5887,0.063792988,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5888,0.709734374,FP,3,0,0,3,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5889,0.582859463,FP,0,2,-99,-99,-99,-99,17,21,-99,-99,-99,1,2,-99,-99,-99
5890,0.585029569,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3,-99,-99,-99,-99
5891,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
5892,0.067014572,TN,2,0,0,13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5893,0.078025747,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5894,0.44273904,FN,4,3,4,14,17,20,4,8,17,-99,-99,1,1,-1,-99,-99
5895,0.081180221,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5896,0.624953864,TP,4,2,0,7,8,21,3,21,-99,-99,-99,-1,3,-99,-99,-99
5897,0.555775975,TP,3,1,0,3,17,-99,21,-99,-99,-99,-99,2,-99,-99,-99,-99
5898,0.16688363,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5899,0.452777808,TN,4,2,0,14,17,21,8,21,-99,-99,-99,1,-1,-99,-99,-99
5900,0.16625516,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5901,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
5902,0.456095808,FN,0,2,-99,-99,-99,-99,17,21,-99,-99,-99,-1,-1,-99,-99,-99
5903,0.35461106,TN,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5904,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
5905,0.097366196,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5906,0.774249929,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5907,0.705163341,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5908,0.507687381,FP,0,1,-99,-99,-99,-99,17,-99,-99,-99,-99,1,-99,-99,-99,-99
5909,0.874665942,TP,2,0,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5910,0.776604998,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5911,0.487546851,FN,0,1,-99,-99,-99,-99,17,-99,-99,-99,-99,-1,-99,-99,-99,-99
5912,0.51331946,FP,4,1,0,3,17,21,21,-99,-99,-99,-99,1,-99,-99,-99,-99
5913,0.264400913,TN,4,0,2,8,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5914,0.174608264,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5915,0.04147325,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5916,0.047377554,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5917,0.39440785,FN,3,3,0,14,17,-99,4,8,21,-99,-99,3,1,-1,-99,-99
5918,0.59206288,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3,-99,-99,-99,-99
5919,0.212034727,FN,3,0,0,3,12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5920,0.233243776,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5921,0.605865179,FP,4,1,0,5,8,17,21,-99,-99,-99,-99,4,-99,-99,-99,-99
5922,0.34143194,TN,3,4,0,7,8,-99,3,4,8,17,-99,2,3,2,-1,-99
5923,0.090833781,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5924,0.113655189,FN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5925,0.77656301,TP,3,0,0,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5926,0.064164719,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5927,0.696282185,TP,4,0,0,4,15,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5928,0.13157278,FN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5929,0.111160515,TN,3,0,0,13,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5930,0.343412673,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5931,0.805590306,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5932,0.222580672,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5933,0.201617679,FN,3,0,0,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5934,0.857108161,TP,3,0,0,4,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5935,0.353027572,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5936,0.279636406,FN,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5937,0.424232241,FN,4,3,1,3,4,14,3,4,8,-99,-99,2,2,1,-99,-99
5938,0.882754952,TP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5939,0.263790911,TN,4,0,8,12,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5940,0.376359994,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5941,0.056479786,FN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5942,0.185161767,TN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5943,0.369501057,TN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5944,0.276040602,FN,3,0,0,8,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5945,0.617789581,TP,3,3,0,3,15,-99,7,8,21,-99,-99,-1,-1,3,-99,-99
5946,0.339926599,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5947,0.206073803,FN,3,0,0,3,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5948,0.515112819,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1,-99,-99,-99,-99
5949,0.085218233,TN,1,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5950,0.151384176,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5951,0.828480771,TP,2,0,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5952,0.735734119,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5953,0.127714527,TN,3,0,7,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5954,0.142140437,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5955,0.279920431,FN,3,0,7,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5956,0.306875533,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5957,0.22136485,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5958,0.25077833,TN,3,0,0,3,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5959,0.063062099,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5960,0.301425045,TN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5961,0.229822752,TN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5962,0.096350428,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5963,0.152191838,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5964,0.106828019,FN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5965,0.613136949,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,4,-99,-99,-99,-99
5966,0.36339661,TN,0,4,-99,-99,-99,-99,4,8,17,21,-99,4,1,-1,-1,-99
5967,0.873510967,TP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5968,0.719389486,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5969,0.784097269,FP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5970,0.345587562,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5971,0.671710683,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5972,0.227591376,FN,3,0,2,15,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5973,0.128281078,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5974,0.902730584,TP,2,0,0,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5975,0.646442658,TP,0,2,-99,-99,-99,-99,17,21,-99,-99,-99,1,4,-99,-99,-99
5976,0.200142557,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5977,0.815523781,FP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5978,0.168293292,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5979,0.052651845,FN,1,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5980,0.80672808,TP,4,0,0,8,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5981,0.123277465,TN,1,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5982,0.809651876,TP,4,0,0,5,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5983,0.732154066,TP,4,0,0,3,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5984,0.099189226,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5985,0.076982497,FN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5986,0.299923161,FN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5987,0.658562934,TP,0,5,-99,-99,-99,-99,3,4,7,17,21,-1,-1,-1,1,3
5988,0.779717728,FP,3,0,0,1,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5989,0.177054056,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5990,0.588843289,TP,0,3,-99,-99,-99,-99,4,17,21,-99,-99,-1,1,1,-99,-99
5991,0.482344611,TN,4,1,0,7,8,9,17,-99,-99,-99,-99,-1,-99,-99,-99,-99
5992,0.785555622,TP,3,0,0,15,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5993,0.781674607,TP,3,0,0,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5994,0.382265457,TN,4,3,0,3,17,22,3,4,8,-99,-99,4,1,1,-99,-99
5995,0.289969157,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5996,0.469046491,TN,3,2,0,7,8,-99,8,21,-99,-99,-99,1,-1,-99,-99,-99
5997,0.472553322,FN,0,2,-99,-99,-99,-99,4,8,-99,-99,-99,1,1,-99,-99,-99
5998,0.685654401,TP,4,0,0,4,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5999,0.30182551,FN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6000,0.411184829,TN,3,4,0,8,17,-99,3,8,17,21,-99,1,1,-1,-1,-99
6001,0.258359648,TN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6002,0.185624748,FN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6003,0.828423786,TP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6004,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6005,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6006,0.742276021,TP,4,0,0,5,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6007,0.147181146,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6008,0.323499104,TN,4,0,1,13,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6009,0.877221122,TP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6010,0.16034818,FN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6011,0.6017315,FP,3,2,3,15,17,-99,17,21,-99,-99,-99,1,3,-99,-99,-99
6012,0.15500898,FN,3,0,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6013,0.155753382,TN,3,0,0,13,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6014,0.871202305,TP,3,0,0,1,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6015,0.28541752,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6016,0.819037725,TP,4,0,0,8,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6017,0.400293632,FN,0,4,-99,-99,-99,-99,3,4,8,21,-99,2,1,1,-1,-99
6018,0.770525352,TP,4,0,0,4,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6019,0.615410679,FP,3,2,0,3,8,-99,17,21,-99,-99,-99,3,2,-99,-99,-99
6020,0.408555094,FN,0,3,-99,-99,-99,-99,4,8,21,-99,-99,3,1,-1,-99,-99
6021,0.211353581,FN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6022,0.909355566,TP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6023,0.681039474,TP,0,3,-99,-99,-99,-99,4,17,21,-99,-99,-1,3,3,-99,-99
6024,0.469047795,FN,0,2,-99,-99,-99,-99,4,7,-99,-99,-99,1,1,-99,-99,-99
6025,0.778476071,FP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6026,0.466900033,TN,3,1,0,17,21,-99,21,-99,-99,-99,-99,-1,-99,-99,-99,-99
6027,0.128315384,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6028,0.073510911,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6029,0.827871257,TP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6030,0.646545184,TP,0,4,-99,-99,-99,-99,3,4,17,21,-99,-1,-1,3,1,-99
6031,0.384026677,TN,2,2,0,7,-99,-99,4,8,-99,-99,-99,2,4,-99,-99,-99
6032,0.726057221,TP,4,0,0,5,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6033,0.704060797,TP,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6034,0.588753063,TP,0,2,-99,-99,-99,-99,3,21,-99,-99,-99,-1,2,-99,-99,-99
6035,0.355556152,TN,2,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6036,0.535161143,TP,0,1,-99,-99,-99,-99,17,-99,-99,-99,-99,1,-99,-99,-99,-99
6037,0.816387423,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6038,0.53445335,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1,-99,-99,-99,-99
6039,0.204294813,TN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6040,0.198422188,TN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6041,0.383610348,TN,0,5,-99,-99,-99,-99,3,4,7,17,21,1,1,1,-1,-1
6042,0.838659872,TP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6043,0.769914146,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6044,0.730765678,TP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6045,0.631498096,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6046,0.714911042,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6047,0.51104378,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1,-99,-99,-99,-99
6048,0.204791655,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6049,0.304350103,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6050,0.710874551,FP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6051,0.632941651,TP,0,3,-99,-99,-99,-99,3,4,21,-99,-99,-1,-1,3,-99,-99
6052,0.609890958,FP,0,2,-99,-99,-99,-99,7,21,-99,-99,-99,-1,3,-99,-99,-99
6053,0.680869556,TP,4,0,0,8,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6054,0.449631381,FN,0,2,-99,-99,-99,-99,7,21,-99,-99,-99,1,-1,-99,-99,-99
6055,0.908287364,TP,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6056,0.030224476,TN,1,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6057,0.174169033,FN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6058,0.316391677,TN,2,0,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6059,0.765195084,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6060,0.361514678,FN,3,0,4,10,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6061,0.27370203,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6062,0.734437386,FP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6063,0.842483711,FP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6064,0.872729031,TP,2,0,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6065,0.863573543,TP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6066,0.1868218,TN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6067,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6068,0.751186512,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6069,0.665647362,TP,4,0,0,16,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6070,0.799358151,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6071,0.555778812,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2,-99,-99,-99,-99
6072,0.77555518,FP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6073,0.670995248,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6074,0.417906438,FN,3,3,0,8,17,-99,3,8,21,-99,-99,2,1,-1,-99,-99
6075,0.782107727,TP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6076,0.868108401,TP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6077,0.186530617,FN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6078,0.356701038,TN,4,0,0,3,8,12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6079,0.301537408,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6080,0.623169474,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,4,-99,-99,-99,-99
6081,0.768966375,TP,4,0,0,5,8,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6082,0.801679976,TP,4,0,0,4,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6083,0.471757155,FN,3,2,4,9,17,-99,4,17,-99,-99,-99,1,-1,-99,-99,-99
6084,0.10672423,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6085,0.164299638,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6086,0.640773988,TP,0,2,-99,-99,-99,-99,17,21,-99,-99,-99,1,4,-99,-99,-99
6087,0.340513311,TN,3,4,0,8,17,-99,3,4,7,8,-99,3,1,1,4,-99
6088,0.344514723,FN,3,0,0,13,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6089,0.741826704,TP,3,0,4,15,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6090,0.262805094,FN,3,0,0,3,12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6091,0.363870457,FN,3,3,0,3,12,-99,3,5,6,-99,-99,4,-1,-1,-99,-99
6092,0.74657042,TP,4,0,0,5,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6093,0.232280561,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6094,0.769516099,TP,4,0,0,8,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6095,0.622117435,TP,0,3,-99,-99,-99,-99,4,17,21,-99,-99,-1,2,2,-99,-99
6096,0.5,TN,2,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6097,0.13559665,TN,2,0,0,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6098,0.139154912,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6099,0.400966156,FN,2,3,17,21,-99,-99,4,8,21,-99,-99,3,1,-1,-99,-99
6100,0.414861772,FN,4,2,0,8,17,21,3,21,-99,-99,-99,3,-1,-99,-99,-99
6101,0.175596259,TN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6102,0.145189318,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6103,0.923537653,TP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6104,0.211508951,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6105,0.714232461,TP,4,0,0,4,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6106,0.861704308,TP,4,0,0,8,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6107,0.917236278,TP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6108,0.369146761,FN,0,3,-99,-99,-99,-99,4,8,21,-99,-99,2,4,-1,-99,-99
6109,0.336017266,TN,2,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6110,0.643439338,FP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6111,0.870271452,TP,3,0,0,4,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6112,0.859146734,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6113,0.422083183,TN,0,4,-99,-99,-99,-99,4,7,17,21,-99,1,1,-1,-1,-99
6114,0.874882855,TP,3,0,0,4,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6115,0.721407046,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6116,0.378552235,TN,0,4,-99,-99,-99,-99,1,7,8,21,-99,1,1,4,-1,-99
6117,0.298083336,TN,2,4,0,7,-99,-99,4,5,7,21,-99,4,-1,1,-1,-99
6118,0.763760133,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6119,0.763832415,TP,4,0,0,5,8,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6120,0.667672397,TP,0,3,-99,-99,-99,-99,3,17,21,-99,-99,-1,3,3,-99,-99
6121,0.231600784,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
